t,C,B,D,L,P,R,drift,shock,C_std_w
--- new run 20251104_145948 ---,,,,,,,,,
16,0.5097408085803821,0.5025632064690858,0.4073681016278649,0.5772900901795132,0.39260230558264014,0.6758829983461389,-0.0002,0.0,
17,0.5101320452701598,0.46914119217455413,0.40702245758670846,0.5639826534902805,0.42758613886834684,0.6954756534271738,-0.0002,0.0,
18,0.518190972033125,0.46841688378425617,0.42707388828472875,0.5537865669388861,0.45914992962115525,0.695313666607025,-0.0002,0.0,
19,0.4940737474075977,0.4859183544096686,0.3883470909250241,0.564186968405239,0.408503806100159,0.634253798258827,-0.0002,0.0,
20,0.49414190076178816,0.4767840480783255,0.36134926269706624,0.5691085522766056,0.4758465048947405,0.6093021028164646,-0.0002,0.0,
21,0.49185406365550766,0.4580657404850083,0.3675113810790072,0.5838989510189763,0.47055432291756777,0.6031241929088681,-0.0002,0.0,
22,0.49412357691236153,0.4791396291386246,0.3831086101900242,0.5528886760567656,0.4681788833590925,0.6041827983687124,-0.0002,0.0,
23,0.49065236412945756,0.4475050904771513,0.3909037832102551,0.5271499817414693,0.4973408845966038,0.6099651757468645,-0.0002,0.0,
24,0.46916164507423014,0.45018428505022284,0.37317293262456686,0.5235916870251385,0.4374084958093922,0.5760229516311728,-0.0002,0.0,
25,0.45725573007931836,0.46106947902588546,0.3093159213699025,0.5489899426695733,0.3850256015481749,0.5987251067111008,-0.0002,0.0,
26,0.45672383922422655,0.43570456803950575,0.33268565390017635,0.5529184788971173,0.3389205533394302,0.6361995691978545,-0.0002,0.0,
27,0.4576049964371124,0.4789557827051841,0.33071150672017013,0.5447009907319477,0.33412454436031114,0.6069449995144921,-0.0002,0.0,
28,0.4529927761351901,0.5119133854978916,0.31442474876826454,0.5431652783511973,0.3103256522642198,0.5881628065228862,-0.0002,0.0,
29,0.4572857452010857,0.4735816309483564,0.3521368281796963,0.5385426511550169,0.33930330082608406,0.588562544430284,-0.0002,0.0,
30,0.44542566815417545,0.4527495251172696,0.34233627037962877,0.5217357196399299,0.3395420738016315,0.5773045392399754,-0.0002,0.0,
31,0.4350449826521677,0.4437518736390157,0.30097902985555136,0.4975303418112963,0.3891638002656444,0.5571675427524239,-0.0002,0.0,
32,0.4289254901263398,0.4121290600103109,0.3110988198328023,0.5397485077979922,0.34554307119120814,0.5509118873048857,-0.0002,0.0,
33,0.4176721705854018,0.3931674833922637,0.25826823560298023,0.561796309075744,0.3448397536345628,0.5530551426336638,-0.0002,0.0,
34,0.40575735319511735,0.37059813921889606,0.27191176049288773,0.5456173885911243,0.34055265737966,0.5198073188682184,-0.0002,0.0,
35,0.40520011286995605,0.3341150564126502,0.3119777161518884,0.5304042474549701,0.34930306807033407,0.5187936058251972,-0.0002,0.0,
36,0.40000384761910873,0.32088070032978466,0.2967388870417718,0.5493067251983377,0.34024703993431676,0.5142502963800584,-0.0002,0.0,
37,0.4099048726379158,0.32154734704561905,0.33203413664933185,0.5697220544373318,0.35172504796615656,0.4973431545794611,-0.0002,0.0,
38,0.4146121663993841,0.2800882854454251,0.3605200346013909,0.5987154684639581,0.34750379599245634,0.5135996698275667,-0.0002,0.0,
39,0.43636521837338205,0.30353157706198725,0.38545556818134036,0.6263569726613522,0.33383526647262235,0.5590488593075081,-0.0002,0.0,
40,0.45228405120067244,0.266133785313416,0.41130726049114985,0.6411749350322749,0.3600438398783574,0.6154191085204103,-0.0002,0.0,
41,0.44381741548132697,0.3106671495147755,0.3769519532754701,0.5905147876242391,0.38455051164997134,0.5849687360441326,-0.0002,0.0,
42,0.4307710713066638,0.3102949878553501,0.4021437775856259,0.5412008670886715,0.32125109802068696,0.5927477066542494,-0.0002,0.0,
43,0.41626880002245376,0.311626564543749,0.39476968544416824,0.5423569100017781,0.2954356297996686,0.5473428744360862,-0.0002,0.0,
44,0.402701681485859,0.30662691901733935,0.36561842471268646,0.4930524703294449,0.3106060619414669,0.545500915583421,-0.0002,0.0,
45,0.3853996588680601,0.3188227751163238,0.33593957646990835,0.47331070657434515,0.2806347711248619,0.5189016595716796,-0.0002,0.0,
46,0.39686121860841006,0.32468501264880584,0.31245033797986,0.4839926952389534,0.2908274488874084,0.5796564891780827,-0.0002,0.0,
47,0.38486914423846613,0.28290134127280153,0.3390874093149114,0.48130805638230084,0.2904065569834785,0.5361605745208843,-0.0002,0.0,
48,0.3849788629578033,0.2690955268910619,0.36138332721823,0.4788337052217817,0.29283818809581647,0.527439074102868,-0.0002,0.0,
49,0.36625885765665506,0.30373261930065054,0.36073915020692515,0.4128212350473198,0.27207601158158173,0.46837517589046074,-0.0002,0.0,0.05726568602318847
50,0.3437839810519615,0.2061894668357544,0.3448356897137558,0.45282803055040155,0.27348960876549955,0.43319880466831134,-0.0002,0.0,0.057291205387576226
51,0.3456304438655495,0.17796847078968173,0.37875408662125604,0.45755682925235547,0.2749295860123613,0.43159495100316964,-0.0002,0.0,0.05703642044009118
52,0.3487686610196196,0.17912047863634212,0.40291625602957,0.4741338481730377,0.2814007270130961,0.40030890027546934,-0.0002,0.0,0.056193708662485936
53,0.34611494869060927,0.19445374158363393,0.38238884368979514,0.506949218450052,0.24326920236137228,0.39618027098720165,-0.0002,0.0,0.056120163914610235
54,0.351214230204243,0.1942329929948958,0.34264947717047106,0.5586083677657464,0.2870814053791588,0.38227275813892914,-0.0002,0.0,0.05621672731546594
55,0.3461834103503448,0.2173846279618315,0.35400975926057743,0.4802015838653887,0.29459334586748653,0.3804324357439317,-0.0002,0.0,0.056879951341279794
56,0.34451297641148027,0.2198811485660674,0.32170351166576205,0.47212117247877655,0.2892455829660176,0.4160752622603013,-0.0002,0.0,0.0578104899190596
57,0.34912832543534744,0.22991396037779785,0.32153686075968213,0.5179902724161047,0.2725881450731082,0.40439235311403976,-0.0002,0.0,0.058502415445546935
58,0.3606114836514893,0.17541131003762606,0.3686100361481905,0.5469202434619376,0.3000935864084594,0.4244593065074479,-0.0002,0.0,0.05862605184017485
59,0.3606250920779993,0.1787157676675356,0.37507470432366036,0.5393600457539184,0.293985573636771,0.42608841485885873,-0.0002,0.0,0.05847407997290383
60,0.3665418608153614,0.22407065301444892,0.39174534137790273,0.5376062419811526,0.27660381212346913,0.40703846023650897,-0.0002,0.0,0.058040420962189254
61,0.3719118233905034,0.27215180334962363,0.4069459605047159,0.5396327587304722,0.26621835685888745,0.37376685788549313,-0.0002,0.0,0.056976964453355254
62,0.37252122145805405,0.27014595662552676,0.4331557015388219,0.5278566413253475,0.25940107936887064,0.3671358273423238,-0.0002,0.0,0.05609070924412701
63,0.36287741935817136,0.27343378766547183,0.38536537517645364,0.5207946907663947,0.23376921382424848,0.39367337831920196,-0.0002,0.0,0.05527094334032203
64,0.36440658066183823,0.25031582736852603,0.4026767775954745,0.5665278143481975,0.22436132598579972,0.37562609075549797,-0.0002,0.0,0.05439351621497961
65,0.37415956609473955,0.25605879514230884,0.40261590676720366,0.5367193239280063,0.23818890845720112,0.4360915723597602,-0.0002,0.0,0.05287671706014374
66,0.3607288801300052,0.2483154352843371,0.3965296208852638,0.5053713632209337,0.24776156200779753,0.39868228561853136,-0.0002,0.0,0.051583911347814294
67,0.37115915112594366,0.2151075045537926,0.43491963904057745,0.4782077714390944,0.2802022890877377,0.4444130257320156,-0.0002,0.0,0.04987908916406352
68,0.38175757772710767,0.2228872982780949,0.4515213811261022,0.5367752997496977,0.2743004370257662,0.42662285182376714,-0.0002,0.0,0.047442836620839174
69,0.3806822524873102,0.18229036633460666,0.4527725935364926,0.581149626077247,0.3030882984677921,0.39836011458122844,-0.0002,0.0,0.04583122575403609
70,0.37389892349031995,0.15662910481962877,0.43764745665626364,0.5899176685521073,0.2969289556546816,0.40479373294452087,-0.0002,0.0,0.044114725251387696
71,0.37425622421089505,0.1655312861609922,0.42868424905591024,0.588712450304019,0.3031267269711626,0.40227464183852557,-0.0002,0.0,0.04228865249597699
