t,C,B,D,L,P,R,drift,shock,C_std_w
--- new run 20251104_145948 ---,,,,,,,,,
190,0.27004832932739287,0.06738867189089941,0.6880969883462205,0.28528597550907625,0.14938883124717917,0.03605466695812261,-0.0002,0.0,0.025406571155600494
191,0.28356405067712476,0.08505393968008587,0.7562235777476934,0.2605268545561594,0.17364111903964793,0.026510347767189857,-0.0002,0.0,0.0262016607103662
192,0.2931483059462561,0.14072743758122422,0.8072367813894662,0.20190051909595721,0.14457513176429151,0.04643973509102011,-0.0002,0.0,0.02747552782357191
193,0.3066458289693054,0.1644234538777585,0.8293337078742445,0.19977455925075693,0.15822875650119583,0.06603037816460981,-0.0002,0.0,0.02956955629079375
194,0.29928016331300505,0.1620873157916388,0.8601527669250933,0.13198964177748557,0.1772425620882956,0.035008799796038034,-0.0002,0.0,0.03118619222454286
195,0.29640940769388074,0.19084765003072046,0.8532922341783573,0.10532602364496484,0.18845962679062292,0.007668794860665035,-0.0002,0.0,0.032534659045596104
196,0.2900309362241784,0.16346461310405863,0.8062734034997645,0.10452479100102144,0.20336433244134797,0.03835957444460231,-0.0002,0.0,0.03357926888010416
197,0.29751502783187245,0.1592127772503883,0.8377090597531939,0.10506362025506549,0.20056567801196132,0.055566462880335996,-0.0002,0.0,0.0347835436326182
198,0.30006682894211667,0.190964560534161,0.8274660261194361,0.09775077159638673,0.19574073587096613,0.05804953669009116,-0.0002,0.0,0.03596315825798303
199,0.29690322746805803,0.16395231424600648,0.8583062079214248,0.08573848264303674,0.20961403957430205,0.033285359523373415,-0.0002,0.0,0.03698934108128542
200,0.3102855130295555,0.1747164328302733,0.8700539983939348,0.07311804043911671,0.2702407225642163,0.04441655836063054,-0.0002,0.0,0.038432391847375784
201,0.32330462622268125,0.22802430051959482,0.8988281661108786,0.05324979622743471,0.2587751180944794,0.057499620381347455,-0.0002,0.0,0.04028425509967155
202,0.3129471293031394,0.22985947647475735,0.9003120003636466,0.0446636475961982,0.20452082742224953,0.05073664107872671,-0.0002,0.0,0.04159888113457325
203,0.2949318671162588,0.16331583255707455,0.9114665874271947,0.022881913973367023,0.18305832563708524,0.044157527209827345,-0.0002,0.0,0.042278679649681454
204,0.2734816372413697,0.17149600294595047,0.868506402095116,0.0,0.15107634949209084,0.0,-0.0002,0.0,0.04251307031461209
205,0.27959512568065076,0.14249051464927154,0.916232893010805,0.0,0.17061850473909634,0.0,-0.0002,0.0,0.04283404699422946
206,0.2905824515651792,0.15146411922644634,0.9066408786444246,0.0,0.18768183257012258,0.05268720375948537,-0.0002,0.0,0.04335140358445185
207,0.29370998241342,0.15730530972144455,0.9103716471863074,0.0,0.20518202223009258,0.04530503384312725,-0.0002,0.0,0.04379831762042611
208,0.2954695984297483,0.18226552100869745,0.9090604536717581,0.05222567111429553,0.1456945271359686,0.036407053038475023,-0.0002,0.0,0.04422309507762002
209,0.2876248551833436,0.20870997017273524,0.8985396877592086,0.02846047904413171,0.13771810896378112,0.0,-0.0002,0.0,0.04414453848385771
210,0.3018352090600158,0.21227858332342833,0.9717535429644053,0.06281142399093355,0.10444783576832303,0.0,-0.0002,0.0,0.04442371755098226
211,0.30241587150481114,0.20013674905275472,1.0,0.03816681371585792,0.08374089319989703,0.026542483005447138,-0.0002,0.0,0.044810156094593066
212,0.28960980620374266,0.22607632616700912,0.9887855601883165,0.00463391128467415,0.037248548502015824,0.0055727791981440115,-0.0002,0.0,0.0447107881535302
213,0.2902033528962997,0.15916045909886326,1.0,0.0,0.05168735842936997,0.06162252582618402,-0.0002,0.0,0.04447953286470411
214,0.29568396100789024,0.19435033031284918,0.9654659548615903,0.02607746959430081,0.0864230692548631,0.03923183028330125,-0.0002,0.0,0.04421946896621974
215,0.28609803938156936,0.16575142262068904,0.962175197941434,0.0,0.13054511773390967,0.0,-0.0002,0.0,0.04386646596897544
216,0.280767959936349,0.13254720014842722,0.954088243021159,0.0,0.1355288429281884,0.0081434570602451,-0.0002,0.0,0.04317097445294997
217,0.28438940996033646,0.12613883970966377,0.9881948325842572,0.0,0.13552390751067958,0.0,-0.0002,0.0,0.0418737850847893
218,0.28735160175005514,0.13011424276396835,0.9948176277226456,0.0,0.1162954376146148,0.023777601697555325,-0.0002,0.0,0.04006741636013601
219,0.30109667155350867,0.1405859308234979,0.9744101746245712,0.061196728780258274,0.18557076706946726,0.0,-0.0002,0.0,0.038348071547304935
220,0.3121968999481251,0.1496397796325082,1.0,0.08471368765580505,0.19220257135684365,0.0,-0.0002,0.0,0.03657638711380845
221,0.30883365318234485,0.1334039510562066,0.9936245589214079,0.06819180528356092,0.21454982211358467,0.0,-0.0002,0.0,0.03468112378765997
222,0.2953855573074018,0.12016940569590485,0.9575597383165355,0.06670410905215182,0.18772617191041457,0.0,-0.0002,0.0,0.03278881157720525
223,0.3074283762684831,0.15142387227755083,0.9685374849058693,0.08184586789571476,0.19840889890314867,0.001775271905744799,-0.0002,0.0,0.030954299537910245
224,0.31034701178138085,0.14760402535740194,0.9593032984288193,0.1046193781607069,0.1658817046245012,0.04199694949251113,-0.0002,0.0,0.029405324572612405
225,0.30180405743080874,0.14862636723794648,0.9368422867114982,0.08994499578950652,0.14557199258885783,0.04680314446335236,-0.0002,0.0,0.028002445346309683
226,0.2867823477991937,0.12709107590329724,0.9711062226750102,0.06649582601107923,0.07739633467643262,0.02487318968157551,-0.0002,0.0,0.026607004190691185
227,0.2792498649697318,0.06683544070430752,0.9699101571578306,0.09827056536221858,0.09682912868440281,0.0,-0.0002,0.0,0.025164458710212924
228,0.2871023236649352,0.043967782257267544,1.0,0.1078259076242486,0.09695268946342457,0.03168187683580673,-0.0002,0.0,0.023192568558784345
229,0.305927329808422,0.11755001602017229,1.0,0.11200836526736596,0.10759333474296927,0.05019427056875324,-0.0002,0.0,0.020721779289402744
230,0.29231204895043694,0.09916906112486858,0.9682384158184768,0.11358183777204738,0.07917699785907566,0.04835039799770118,-0.0002,0.0,0.019376492401490607
231,0.29345804697763916,0.10205275232463129,1.0,0.08805033793235037,0.07552332989994762,0.043421311310165196,-0.0002,0.0,0.018234095992483466
232,0.2828847750602847,0.11517206832589122,1.0,0.07333583288355071,0.05088276899679668,0.0,-0.0002,0.0,0.017371219956173866
233,0.2737625093991545,0.08738593342180583,1.0,0.07470524413824679,0.020419749149611918,0.0,-0.0002,0.0,0.016369578868835784
234,0.2703159739051299,0.08833012185551378,1.0,0.05690341355309102,0.012906547419875692,0.0,-0.0002,0.0,0.01602778485664117
235,0.2560771184550027,0.053788547788375475,1.0,0.0,0.00277247084085489,0.006575946880327658,-0.0002,0.0,0.015880057993522816
236,0.2497825438089253,0.04255807042856436,0.9757552742990381,0.0,0.0026235087957865045,0.004112424732370665,-0.0002,0.0,0.01618613506856182
237,0.2427654795455996,0.0,0.9713331654603762,0.0,0.0,0.010921667632614263,-0.0002,0.0,0.016875688409134778
238,0.25945328298262527,0.019221862514416994,0.9982364854876323,0.0,0.027720083301603516,0.046133493611334,-0.0002,0.0,0.016935521352744815
239,0.2687075473528816,0.05332100025079878,1.0,0.0,0.022496125849405645,0.07088501699316446,-0.0002,0.0,0.01652250013740313
240,0.2521702284526358,0.01232527079695779,1.0,0.0,0.011432454323563402,0.018639583556207102,-0.0002,0.0,0.017144632329923342
241,0.2573482740782532,0.0,0.9993851821162866,0.02665359522280826,0.041133252005804914,0.016229789306329758,-0.0002,0.0,0.01772508665206773
242,0.25657546676845616,0.0,0.9744648065057964,0.03872429013209243,0.03370591199057876,0.034406325480799874,-0.0002,0.0,0.01830030826994131
243,0.25115337659291637,0.052550604123778856,0.973493557787942,0.0,0.00788039869971334,0.0,-0.0002,0.0,0.01884444850548527
244,0.2524032400332713,0.0166373134413295,1.0,0.006799787203754486,0.0,0.019608964980903653,-0.0002,0.0,0.01939276435292757
245,0.25728755787908714,0.05444855966369597,0.9892037632769242,0.0,0.0,0.028147160288528796,-0.0002,0.0,0.019763501369095965
246,0.2790485786380508,0.0736476641713871,1.0,0.036374346177394976,0.03556211544680936,0.06900480324193098,-0.0002,0.0,0.019773690877203817
247,0.2734085876960068,0.0934892978653977,0.9540728018700404,0.032445419291986424,0.04497973082551089,0.05751101529169998,-0.0002,0.0,0.019764378421395824
248,0.2817806699932884,0.1208271235124568,0.9432663827044753,0.004673008393075124,0.08830870080868275,0.07749114458589011,-0.0002,0.0,0.019645821385945055
249,0.28210202807572166,0.12740473703846822,0.9710676554482705,0.036549035573136684,0.09853977513786362,0.0037613020190613022,-0.0002,0.0,0.019566170988548046
250,0.15842043867499467,0.10713705351843658,0.9573702815609212,0.007023008719742638,0.10450009815547308,0.03952736600460155,-0.0002,-0.12,0.026121021781994342
251,0.27078857082091007,0.09258988596222453,0.923325301470795,0.06786405304705762,0.09095696997254708,0.0025384182632040217,-0.0002,0.0,0.025438202512898613
252,0.2742250718255563,0.0997202034507783,0.936095778918481,0.04671255035663741,0.11467057721019507,0.0,-0.0002,0.0,0.025003419622494208
253,0.2724845300568674,0.07203167598906664,0.9414535049742268,0.06983561967038593,0.09565503247435408,0.009918766680426534,-0.0002,0.0,0.02491881371529272
254,0.2850320031235811,0.06922692680690615,1.0,0.048578829235493184,0.13718018049053946,0.008348378027259953,-0.0002,0.0,0.024921344391073037
255,0.29558804364447216,0.06542406669673745,1.0,0.07539854623170825,0.1751906497191412,0.018207930081314688,-0.0002,0.0,0.025030160911821867
256,0.30125656667417017,0.04741217500399969,0.9838706168744781,0.09068814195820873,0.19261764583737342,0.060149458302209524,-0.0002,0.0,0.025172383741281626
257,0.30674039081050586,0.05996508866656058,1.0,0.13619127300172745,0.1975616621733066,0.015582698754488956,-0.0002,0.0,0.02538757370845295
258,0.30177412522836894,0.02458677607154318,0.9568659139542847,0.18393898443215043,0.17213940432843836,0.05253794571685763,-0.0002,0.0,0.025481967221378667
259,0.31631401701903605,0.04215873341845942,1.0,0.2140317990167856,0.16906829649203634,0.04653703220505957,-0.0002,0.0,0.025974825203991067
260,0.3225559249125525,0.044713765016843814,1.0,0.1981094888830831,0.1680894475643767,0.09481663406513141,-0.0002,0.0,0.02648092187064225
261,0.31500914501409516,0.0,1.0,0.17090090470366046,0.1737005600485231,0.12001230732137744,-0.0002,0.0,0.02674719307348231
262,0.30965831604713484,0.0,1.0,0.12320572266213486,0.2069102334284873,0.10191843004193396,-0.0002,0.0,0.027023691336806495
263,0.2989734074048583,0.018672242093770955,1.0,0.04563885728842129,0.18422830978438065,0.10853368107999603,-0.0002,0.0,0.027108564408823723
264,0.30965177019440787,0.06529152454084472,1.0,0.053369733681543484,0.14184778709549906,0.15146808197570072,-0.0002,0.0,0.02732522983464106
265,0.3159278929565752,0.11950383439648819,1.0,0.04677702223494001,0.09327629562120927,0.17796771374439546,-0.0002,0.0,0.0277363891283871
266,0.3349642758636011,0.20057221416726084,1.0,0.08468812777953594,0.10953891443245425,0.1484172371473328,-0.0002,0.0,0.028700873934818013
267,0.3406382014132706,0.24067239309785673,0.9629627530159084,0.07836818060964468,0.11790446678253003,0.17490452697063252,-0.0002,0.0,0.029805524477982293
268,0.3357958211411223,0.25315196306078563,0.9745677880409107,0.05552353855678179,0.07922332436371635,0.17674894701852886,-0.0002,0.0,0.03066108429086639
269,0.30623112925117996,0.2318461197434987,0.9353342191988332,0.017545144411723564,0.06451947013852297,0.12117158121330865,-0.0002,0.0,0.03072157471601443
270,0.3024569138009152,0.19142205865816753,0.8862801113267557,0.023012928325173463,0.07675899702407551,0.18138581010879345,-0.0002,0.0,0.03058262563933038
271,0.2919485889428364,0.14649616468119603,0.8658922025594658,0.050391270004857575,0.07025578287440683,0.17157587194755947,-0.0002,0.0,0.03041589405754997
272,0.290054866388024,0.1977712557813826,0.8557400177738439,0.015705423924837376,0.030747584078398643,0.18164670161697744,-0.0002,0.0,0.030389742844940785
273,0.28716732575808845,0.20692850388356163,0.8145889466652586,0.0,0.046788963212867005,0.19896470479273165,-0.0002,0.0,0.03022408561501211
274,0.28118843837735263,0.18763184137544195,0.8332554327208181,0.017155637618716826,0.0,0.18960279227927035,-0.0002,0.0,0.030004626986582
275,0.2814975763436464,0.2000856091090756,0.8160631616558985,0.0,0.0,0.2121655870775127,-0.0002,0.0,0.0299010849311548
276,0.2944812582524069,0.2474977766834696,0.7503396818182788,0.07839964036692809,0.0,0.24087471320154666,-0.0002,0.0,0.029935697245538895
277,0.31069211860589646,0.2845237187995013,0.7798302008222928,0.08288819475373936,0.0,0.2596714768411288,-0.0002,0.0,0.030160747366622293
278,0.3181423652234717,0.26306672349623594,0.7041493525191742,0.16775515376522754,0.02124306065882008,0.31421379069572497,-0.0002,0.0,0.03052743977800615
279,0.3362143425603597,0.23571803927140267,0.7481744372215312,0.21545122850969742,0.06787954639385531,0.3135776006993604,-0.0002,0.0,0.031235982166683312
280,0.3102797919775604,0.1996441779591247,0.7428550530156222,0.1493681550966993,0.016819174711749256,0.3163357641338685,-0.0002,0.0,0.03141324541397844
281,0.3189025556055965,0.16990222398607926,0.7379216473519796,0.14609816255465852,0.07474098616730127,0.3552645612263968,-0.0002,0.0,0.031735475634050554
282,0.325117135528439,0.1685560464611945,0.7741886333770599,0.12270676821394824,0.06463407544445517,0.38257129052991873,-0.0002,0.0,0.032186815616535316
283,0.31922844868929784,0.13130622913406464,0.7658192115280531,0.08308139241130691,0.06815824767929428,0.4315467631976017,-0.0002,0.0,0.03242676374663441
284,0.3004583969992301,0.10874332246103548,0.7725955964054679,0.05616173536221195,0.03367177938208262,0.39447127758734934,-0.0002,0.0,0.032360111393819155
285,0.3246630978270344,0.15238588490332358,0.8434686605239957,0.07065304652137921,0.01218299030796249,0.41561802661764496,-0.0002,0.0,0.03238111636512774
286,0.3333262548524054,0.14235617911303258,0.867510610950117,0.07938285566736239,0.020574114833615164,0.43383630839890347,-0.0002,0.0,0.032388948534354596
287,0.310015423321563,0.12497137000371787,0.8553795762567311,0.027745487965743776,0.007318031590011393,0.39116632769695836,-0.0002,0.0,0.031681063045758164
288,0.2991657930552076,0.12063093403251962,0.8266506477751434,0.03078252057538302,0.020915210782483592,0.34856265056501207,-0.0002,0.0,0.031303433570413396
289,0.30486887551186603,0.09623256120514068,0.7983512907200819,0.05317732332773628,0.07210607160408833,0.374108749026104,-0.0002,0.0,0.031115357642329294
290,0.307713639914972,0.0857499933741669,0.8423014824091658,0.007754091234498162,0.11708681316793108,0.3544223228370495,-0.0002,0.0,0.030537415011440958
291,0.3103697388295872,0.0023411969195253762,0.9218256245817085,0.055094783464205,0.08613030135432787,0.3594925822648443,-0.0002,0.0,0.030077357097105822
292,0.3029490634188113,0.0,0.9248922486805564,0.010596190337968006,0.06568548187432405,0.37353142074727286,-0.0002,0.0,0.02950630182895477
293,0.31855058219460325,0.006680885098667246,0.9608694039807553,0.01298869806078082,0.13616213245126402,0.35205947403221344,-0.0002,0.0,0.028845143332324803
294,0.3084268065820121,0.014460856857273554,0.9033798671027513,0.0,0.1760179112792051,0.32377539100785374,-0.0002,0.0,0.028053611728181722
295,0.30683203698092415,0.03038111207731651,0.9015267413822093,0.0,0.16557043305359032,0.30834838196845216,-0.0002,0.0,0.0273563112385787
296,0.30404694646140784,0.015760136023578383,0.9241349877100327,0.019570336632497406,0.14824766215477864,0.2811352978532755,-0.0002,0.0,0.027162347249607522
297,0.3266325023796006,0.024230256059127826,0.9211345253575147,0.05041881050599081,0.2279064692731804,0.3064230308860192,-0.0002,0.0,0.027055233531760432
298,0.3119309007539029,0.023188347927201636,0.915973206231143,0.024717986892065846,0.20070628574170285,0.27632056557098694,-0.0002,0.0,0.026903070878647337
299,0.3078648493300907,0.011328292785040269,0.9031589028583178,0.04702990808892066,0.18873631529168922,0.2703970740779046,-0.0002,0.0,0.026724571993400163
300,0.33005804281083156,0.0,0.952496171734228,0.062239500376517334,0.2424025103684066,0.29430364783898527,-0.0002,0.0,0.01676619522964064
301,0.34738149021442016,0.044689078557398725,0.945041545970879,0.08375432461522442,0.32356770145369024,0.2575976139908108,-0.0002,0.0,0.016816652447900815
302,0.3779350121118623,0.07997714720932536,0.995979872523237,0.096388151946507,0.3465240745251966,0.29598664802220237,-0.0002,0.0,0.01869231859076359
303,0.3631394439310633,0.05986829223036132,1.0,0.06974800387794441,0.3257866632855539,0.27703976565385485,-0.0002,0.0,0.01923113109424786
304,0.3685795532711149,0.055480244049595534,1.0,0.08363899888850243,0.2822594025910932,0.33784302830907115,-0.0002,0.0,0.020332174260546836
305,0.37672228338912356,0.09098611275228338,1.0,0.07264308714030121,0.2795202025890663,0.3546780209280688,-0.0002,0.0,0.021936448540575214
306,0.3770035807208253,0.10362931234414191,0.9483681268576952,0.0954214650684031,0.3691676302411655,0.2978793224235059,-0.0002,0.0,0.023427824280608144
307,0.38542766542477014,0.13421964099316466,0.959723186109974,0.0919890084770569,0.41137810244183487,0.26147143303109954,-0.0002,0.0,0.025229317760157903
308,0.39233236668806043,0.13923249077652006,1.0,0.08592605213208054,0.39850021145103776,0.26501074970303795,-0.0002,0.0,0.0271058050916206
309,0.38196408660719944,0.12552983033637521,1.0,0.057970618921945834,0.42540814956095496,0.22641023571604496,-0.0002,0.0,0.028413420721439406
310,0.36955658907824473,0.1461570024180307,0.996766015912739,0.0,0.425223854960343,0.1935067234778174,-0.0002,0.0,0.02917571101395977
311,0.3702058623554111,0.13245355704021902,1.0,0.0,0.3925253421885453,0.2379332091839714,-0.0002,0.0,0.029878166227582503
312,0.3676681169673277,0.1360294646542649,1.0,0.009978221223476715,0.365313402040353,0.2358881880283121,-0.0002,0.0,0.03040200908270236
313,0.3750698147793386,0.1739533175676818,1.0,0.010005567185750925,0.366817712161726,0.23241717482485674,-0.0002,0.0,0.0309263763516317
314,0.3628610154595268,0.15611330243029153,1.0,0.010227362290697314,0.3319304385979549,0.21770464836633807,-0.0002,0.0,0.03121629361494864
315,0.36341982186539373,0.17851789825321876,1.0,0.005997391250501141,0.3113127298989111,0.21844211199453137,-0.0002,0.0,0.03154694778074722
316,0.34864993521461557,0.1268972717516284,0.9598467035487573,0.030639379074687133,0.2965296660545405,0.23000663001131283,-0.0002,0.0,0.03165501757937105
317,0.3751804084330445,0.16447504774375488,0.9798840783237526,0.03127506867423055,0.36216912199046186,0.2506015939036927,-0.0002,0.0,0.03226920717686098
318,0.37516418563404247,0.1535412374254954,1.0,0.04385546349113362,0.3357695428220222,0.25285205002601713,-0.0002,0.0,0.03287792025133012
319,0.3568824231859795,0.14845251141375437,0.9393534296888968,0.03853791977301619,0.3270378824363249,0.2393328699752798,-0.0002,0.0,0.03287337748569442
320,0.33853065237632884,0.09771960746800536,0.9284139291413646,0.037313857051280354,0.330181748657583,0.2043120819615606,-0.0002,0.0,0.03260184286913903
321,0.33654075661809774,0.11722640724073319,0.8909237883874673,0.0304126205984458,0.37043151027128474,0.18295936290129222,-0.0002,0.0,0.03206338992499158
322,0.337793921276682,0.10147635690166956,0.9240243807075946,0.018571215753921344,0.3612738187169193,0.18978012345158368,-0.0002,0.0,0.03143821569920911
323,0.31713765196821553,0.1338289300965096,0.8560856033789006,0.0,0.33022641549250026,0.15634771901908007,-0.0002,0.0,0.03079102638950704
324,0.30514750086802794,0.10749542583616828,0.8302391541117436,0.009276481536007027,0.30286258462835,0.1601152473579234,-0.0002,0.0,0.030109427114419576
325,0.31330128133132323,0.11983804308232522,0.8077975586912873,0.013292766798408882,0.35318815809173243,0.17001686628428664,-0.0002,0.0,0.029261679480498567
326,0.3129999100944637,0.10024866036652791,0.805801940358913,0.0,0.3615022446125746,0.1964903404677069,-0.0002,0.0,0.028833165427459465
327,0.3109435196785056,0.07511033152395995,0.7993836253005033,0.034118884231611434,0.3462476733367941,0.20225341555801424,-0.0002,0.0,0.028828530446815895
328,0.3058602512011772,0.04372640752231661,0.7742800519832143,0.018414988544687236,0.41153727403322293,0.18998191131791856,-0.0002,0.0,0.029042856237249687
329,0.30295399713166116,0.027827646940227928,0.7573842461289001,0.013446917922939049,0.43121517758381067,0.19566662442802446,-0.0002,0.0,0.02943065757585652
330,0.32706567221569627,0.08956208718123979,0.7637980795308874,0.05686904240363613,0.43951651106455647,0.2138340693814479,-0.0002,0.0,0.02922683367095565
331,0.3054681803839757,0.046254088989840375,0.7599862960867121,0.054800610184772176,0.43222780085763235,0.1492477105657219,-0.0002,0.0,0.029450843038610196
332,0.30389562214252985,0.07267282284602007,0.7483717861962467,0.04165847051738271,0.4245726570264276,0.14240533489948878,-0.0002,0.0,0.029762475113027896
333,0.296926959302905,0.0848857754696826,0.7102408186492888,0.013727208809872805,0.43329165590340957,0.14677281923909968,-0.0002,0.0,0.030177017566175995
334,0.29527944855845795,0.07358613120242062,0.6930234464800593,0.0,0.4315410009865395,0.18219479343484302,-0.0002,0.0,0.030307135712825062
335,0.3035729291456308,0.04184460866104907,0.7387229878795641,0.02531944396141285,0.41795208886724133,0.20568703969873559,-0.0002,0.0,0.03059996740374743
336,0.27932427626203055,0.0,0.6867757395247269,0.0,0.40565969490781556,0.19592474063024515,-0.0002,0.0,0.03158397881101109
337,0.2751668168860783,0.0,0.6897584202416696,0.0,0.42052017709836187,0.1533457232634752,-0.0002,0.0,0.032485477605448475
338,0.26245388128023767,0.0,0.6773729062528796,0.0,0.3793901870392342,0.12316327330704599,-0.0002,0.0,0.033656119404826254
339,0.2599986863169768,0.0,0.6950723716246627,0.0169270553311184,0.34955545589111947,0.09941595886068734,-0.0002,0.0,0.03496999605443944
340,0.2628577847992804,0.0,0.708566740987557,0.0,0.38670563370858635,0.08487181260199744,-0.0002,0.0,0.036141027350150116
341,0.2754377828386284,0.0,0.7187503548647839,0.030978571653190574,0.39698313141513414,0.11645414632155582,-0.0002,0.0,0.03686494760509466
342,0.2948656599316157,0.004030764499612987,0.7556395130360158,0.06833337281175145,0.3939987677351722,0.1596303229593644,-0.0002,0.0,0.03700177663398729
343,0.29469168726660405,0.008972775539017926,0.7582463096450767,0.040689162698329645,0.38533536756155634,0.1829578053346719,-0.0002,0.0,0.03729799647161259
344,0.28845616868611756,0.0,0.7777350299248349,0.05114764123641358,0.39366221004905994,0.11676303947195288,-0.0002,0.0,0.03762808802046189
345,0.2773978397437974,0.0,0.7971828301555636,0.028258992528868137,0.3963714110219934,0.045420841399906306,-0.0002,0.0,0.03820121310079759
346,0.27657000043530583,0.02014179108865405,0.7773098458652913,0.05439970095586991,0.34108782274402666,0.06618886304967563,-0.0002,0.0,0.038746485926186465
347,0.28373815678784803,0.013033612459084552,0.8015379597953601,0.026628407342506915,0.3225341120017301,0.1334624033943519,-0.0002,0.0,0.03923661350860589
348,0.2777588090489375,0.0,0.7803571435731237,0.018330946227554427,0.2918573502271191,0.16917610698486069,-0.0002,0.0,0.039790817806230463
349,0.29112872535322265,0.05175039942612757,0.7592339615756236,0.0,0.32701666931684176,0.2024278223386125,-0.0002,0.0,0.04001542006100161
350,0.2943111817267183,0.07640017519148518,0.7939293046180911,0.0,0.32196177705668355,0.16090453420839607,-0.0002,0.0,0.04025222124195896
351,0.30258025843078284,0.03385529030391079,0.823362343836177,0.0,0.39034892487728534,0.16312993750787322,-0.0002,0.0,0.040239169636321265
352,0.30774587300328826,0.014642545846899363,0.8472988999473677,0.05403787072798118,0.4049328536600398,0.12661558238406373,-0.0002,0.0,0.0395358746193794
353,0.31701509671490335,0.025772629903451243,0.8885668417793696,0.039240642257192336,0.38172359493770147,0.15710901972495078,-0.0002,0.0,0.039105349415754255
354,0.30781279314168447,0.029971662118510677,0.8554905786988873,0.027848244209746083,0.3590537202087228,0.16599707967106342,-0.0002,0.0,0.03855694075284318
355,0.3130788828407002,0.033262197523316835,0.8900039899906942,0.04913819546918345,0.3121477003878416,0.1782067956147217,-0.0002,0.0,0.037701233909298325
356,0.31810728168167046,0.06017016711351898,0.9036803680016807,0.0800399852475679,0.2956603906077389,0.14968184079614613,-0.0002,0.0,0.03676503555087268
357,0.3083266950094151,0.08807226787079389,0.8717164278571095,0.015253859264236808,0.32641938894744943,0.1279562930260849,-0.0002,0.0,0.035471939825766255
358,0.28954482784281577,0.07889028184050388,0.8297770474101971,0.0,0.29172172368818117,0.11713679747413058,-0.0002,0.0,0.03392782254806079
359,0.2722170966627545,0.0899902541251818,0.7608427109374749,0.02256519523854067,0.25626177880452317,0.08514744473550873,-0.0002,0.0,0.03300290098098958
360,0.2759725418949376,0.11032591576743161,0.7586036929620431,0.0,0.3115995594215544,0.05932879658728524,-0.0002,0.0,0.032328942956569046
361,0.2874377660926284,0.11774539432585622,0.7646004034202788,0.04233981485589583,0.2979294943581777,0.08957148711876306,-0.0002,0.0,0.03130171987378425
362,0.29388058187369154,0.09548870865631243,0.7982642691753453,0.01945027596844067,0.2870632213997429,0.14645048355573398,-0.0002,0.0,0.030181637912934496
363,0.3039241376980926,0.10499785029986258,0.8015570383564261,0.08671175421880231,0.29790392162074736,0.12196636432387582,-0.0002,0.0,0.02854806694998183
364,0.3092124072819383,0.12703669024869796,0.7661066108461831,0.12056125038111984,0.3340832544153524,0.104777588967639,-0.0002,0.0,0.027340299806870232
365,0.30514715618087357,0.10819963477018249,0.7714017387167105,0.12098590493448877,0.3047526259093621,0.12182022495720345,-0.0002,0.0,0.025993881878184976
366,0.28997172652898495,0.0469433638822682,0.7584159549689983,0.10886767598878046,0.29655465936368774,0.13103694211847508,-0.0002,0.0,0.025227583778578623
367,0.27624333906456755,0.010102691089694214,0.7760714074660727,0.10346305552912993,0.27704817600927895,0.09003215808360678,-0.0002,0.0,0.02319560952985758
368,0.2775809501049736,0.0,0.7868811506269503,0.0745475822428664,0.2789741369448374,0.12189164672635051,-0.0002,0.0,0.02074919544128898
369,0.29041770055382476,0.03097927846038734,0.8336930594498351,0.06565878253733204,0.24641966479027352,0.1525074120379855,-0.0002,0.0,0.018980001972291664
370,0.30808229445618834,0.04026739397552443,0.8674115789521577,0.06599046466895249,0.2822890455241526,0.1778990346396135,-0.0002,0.0,0.018090409452036636
371,0.31911753794698794,0.06176002107805312,0.8825172652860541,0.07792143504482585,0.2892801197345926,0.18467622182548504,-0.0002,0.0,0.017459544179729013
372,0.3348482602046119,0.09146585894484423,0.8671578750687258,0.12999198912764015,0.2860928433738164,0.21423768767815005,-0.0002,0.0,0.01732046570027307
373,0.33432869290126527,0.08875862331117894,0.859757895205817,0.19095923369956355,0.2768124998177751,0.17592118479788074,-0.0002,0.0,0.017908075743793186
374,0.344696636795223,0.06733615854055687,0.850241056600571,0.2556149892810968,0.28301517778396457,0.20396258679185963,-0.0002,0.0,0.019133665030609988
375,0.34913284348664214,0.037288159834154365,0.8608193052934054,0.2757593397329907,0.33706398644789515,0.18307447334214028,-0.0002,0.0,0.0203796908101852
376,0.348021635792078,0.05539284371496968,0.8698968225470053,0.2451078984170314,0.3364802993803097,0.17517022605604857,-0.0002,0.0,0.021480951225050466
377,0.333890142415913,0.0,0.8878568962784722,0.2613152010093373,0.32331225556042914,0.13501336771760764,-0.0002,0.0,0.02198891669922573
378,0.3532907251978964,0.04439642601397865,0.8958368749002861,0.29181623982968596,0.3656219094614896,0.11938616418791699,-0.0002,0.0,0.023273382895185477
379,0.35600183342793207,0.06876106199320163,0.8886024044901827,0.28993978058468955,0.363053440962329,0.11934659621426588,-0.0002,0.0,0.024582247353784763
380,0.36327516815509997,0.10217986798208181,0.892317230421041,0.2853277981429467,0.35475732401683063,0.1295860206904219,-0.0002,0.0,0.02586338807987743
381,0.3510835103719783,0.07533382608284447,0.8772374775045421,0.28375938070972906,0.3377818746505796,0.12603173610231566,-0.0002,0.0,0.026783428364706475
382,0.36810800914705183,0.05701052019527431,0.9373562108754112,0.32363120292916436,0.35128043954251287,0.12442318055814977,-0.0002,0.0,0.028335619805491583
